Nombre de bornes disponibles;Nombre vélo en PARK+;Nombres de bornes en station;PARK + activation;densityLevel;Achat possible en station (CB);Description station;maxBikeOverflow;Etat du Totem;nbFreeDock;Nombre de vélo mécanique;PARK +;nbDock;Nombre vélo électrique;Nombre vélo en PARK+;Code de la station;Nom de la station;Etat des stations;Type de stations;geo;duedate
1;0;2;no;1;no;"{""code"": ""8105"", ""name"": ""François 1er - Lincoln"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1557612000, ""gps"": {""latitude"": 48.86951797934417, ""longitude"": 2.302426218841562}}";31;yes;16;6;no;29;8;0;8105;François 1er - Lincoln;Operative;yes;6863502.73865,648829.756235;2019-05-11
0;0;17;no;1;yes;"{""code"": ""2014"", ""name"": ""Daunou - Louis le Grand"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546382700, ""gps"": {""latitude"": 48.869113, ""longitude"": 2.332515}}";0;yes;0;8;no;0;9;0;2014;Daunou - Louis le Grand;Operative;yes;6863438.63006,651036.472241;2019-01-01
24;0;30;no;1;yes;"{""code"": ""9113"", ""name"": ""Bleue - Trévise"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1542578340, ""gps"": {""latitude"": 48.87578906564573, ""longitude"": 2.347289621829987}}";0;yes;0;4;no;0;2;0;9113;Bleue - Trévise;Operative;yes;6864171.90039,652126.379632;2018-11-18
12;0;33;no;0;yes;"{""code"": ""23302"", ""name"": ""Parc de Sceaux - Centre-Ville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1552648500, ""gps"": {""latitude"": 48.7769529826096, ""longitude"": 2.2957214713096623}}";0;yes;0;10;no;0;11;0;23302;Parc de Sceaux - Centre-Ville;Operative;yes;6853215.05402,648246.146328;2019-03-15
0;1;0;no;1;yes;"{""code"": ""5030"", ""name"": ""Sorbonne - Ecoles"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1553986800, ""gps"": {""latitude"": 48.84968656619092, ""longitude"": 2.3434996604919434}}";50;yes;42;3;no;50;4;1;5030;Sorbonne - Ecoles;Operative;no;6861271.8213,651824.276742;2019-03-30
17;0;43;no;1;yes;"{""code"": ""11048"", ""name"": ""Place Mireille Havet"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1553814000, ""gps"": {""latitude"": 48.850533, ""longitude"": 2.383756}}";0;yes;0;22;no;0;3;0;11048;Place Mireille Havet;Operative;yes;6861342.12935,654779.065502;2019-03-28
0;0;0;no;1;yes;"{""code"": ""6031"", ""name"": ""Pierre Sarrazin - Saint-Michel"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1553986800, ""gps"": {""latitude"": 48.85090814639774, ""longitude"": 2.3421307280659676}}";33;yes;10;18;no;33;4;0;6031;Pierre Sarrazin - Saint-Michel;Operative;no;6861408.48551,651724.954866;2019-03-30
9;0;15;no;1;no;"{""code"": ""4109"", ""name"": ""Mornay - Sully"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1559167200, ""gps"": {""latitude"": 48.84970399548416, ""longitude"": 2.364460788667202}}";0;yes;0;4;no;0;2;0;4109;Mornay - Sully;Operative;yes;6861261.17485,653362.441347;2019-05-29
23;0;33;no;1;yes;"{""code"": ""2101"", ""name"": ""Bachaumont - Montmartre"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1543615200, ""gps"": {""latitude"": 48.86617395079137, ""longitude"": 2.3449775576591496}}";0;yes;0;6;no;0;4;0;2101;Bachaumont - Montmartre;Operative;yes;6863104.17472,651947.934096;2018-11-30
23;0;42;no;1;no;"{""code"": ""21952"", ""name"": ""Place Tony de Graaff"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1552986000, ""gps"": {""latitude"": 48.8181645, ""longitude"": 2.2458109}}";0;yes;0;15;no;0;4;0;21952;Place Tony de Graaff;Operative;yes;6857830.99089,644622.345375;2019-03-19
26;0;29;no;1;yes;"{""code"": ""8028"", ""name"": ""Arsène Houssaye - Champs-Elysées"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1557612000, ""gps"": {""latitude"": 48.87340927626732, ""longitude"": 2.2977904602885246}}";29;yes;0;1;no;0;2;0;8028;Arsène Houssaye - Champs-Elysées;Operative;yes;6863938.43427,648493.558887;2019-05-11
0;0;0;no;1;no;"{""code"": ""6027"", ""name"": ""Blaise-Desgoffe - Vaugirard"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1521068443, ""gps"": {""latitude"": 48.84612887774711, ""longitude"": 2.324267216026783}}";32;yes;27;4;no;33;2;0;6027;Blaise-Desgoffe - Vaugirard;Operative;no;6860888.14742,650409.597984;2018-03-14
0;0;0;no;1;no;"{""code"": ""12154"", ""name"": ""Square Georges Melies"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1562796000, ""gps"": {""latitude"": 48.84070239213081, ""longitude"": 2.409667745232582}}";0;yes;36;0;no;41;4;0;12154;Square Georges Melies;Operative;yes;6860234.52872,656672.30101;2019-07-10
31;0;33;no;1;yes;"{""code"": ""10026"", ""name"": ""Gare de l'Est - Chateau Landon"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1565992800, ""gps"": {""latitude"": 48.879305, ""longitude"": 2.362424}}";59;yes;25;1;no;26;1;0;10026;Gare de l'Est - Chateau Landon;Operative;yes;6864553.78007,653239.556338;2019-08-16
0;0;0;no;0;no;"{""code"": ""42029"", ""name"": ""Stalingrad - Germaine Tailleferre"", ""state"": ""Work in progress"", ""type"": ""no"", ""dueDate"": 1572517086, ""gps"": {""latitude"": 48.895713, ""longitude"": 2.22386}}";0;no;1;0;no;1;0;0;42029;Stalingrad - Germaine Tailleferre;Work in progress;no;6866469.20272,643095.369453;2019-10-31
0;0;0;no;1;yes;"{""code"": ""14007"", ""name"": ""Ferrus - Saint-Jacques"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1559682000, ""gps"": {""latitude"": 48.8313878, ""longitude"": 2.3408563}}";34;yes;26;4;no;34;4;0;14007;Ferrus - Saint-Jacques;Operative;no;6859238.80596,651613.319891;2019-06-04
0;0;0;no;1;yes;"{""code"": ""9015"", ""name"": ""Lamartine - Faubourg Montmartre"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1519858800, ""gps"": {""latitude"": 48.87661398289084, ""longitude"": 2.339765690267086}}";32;yes;22;7;no;32;3;0;9015;Lamartine - Faubourg Montmartre;Operative;yes;6864268.21342,651575.309965;2018-02-28
20;0;27;no;1;yes;"{""code"": ""19021"", ""name"": ""Mairie du 19ème"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1519858800, ""gps"": {""latitude"": 48.88256264247959, ""longitude"": 2.3812624812126164}}";27;yes;0;1;no;0;6;0;19021;Mairie du 19ème;Operative;yes;6864905.01945,654623.998595;2018-02-28
31;0;39;no;1;yes;"{""code"": ""14127"", ""name"": ""Odessa - Départ"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1558238400, ""gps"": {""latitude"": 48.842885590080826, ""longitude"": 2.3244281485676765}}";39;yes;0;7;no;0;1;0;14127;Odessa - Départ;Operative;yes;6860527.42607,650418.322746;2019-05-19
30;0;30;no;1;no;"{""code"": ""32019"", ""name"": ""Place du 8 mai 1945"", ""state"": ""Work in progress"", ""type"": ""yes"", ""dueDate"": 1572529484, ""gps"": {""latitude"": 48.938882272105374, ""longitude"": 2.3566243797540665}}";0;yes;0;0;no;0;0;0;32019;Place du 8 mai 1945;Work in progress;yes;6871182.02222,652868.195035;2019-10-31
18;0;22;no;1;no;"{""code"": ""17104"", ""name"": ""Jardin Marguerite Long"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717600, ""gps"": {""latitude"": 48.8816985773914, ""longitude"": 2.2836575657129288}}";10;yes;0;3;no;0;1;0;17104;Jardin Marguerite Long;Operative;yes;6864869.45426,647465.313789;2018-05-30
28;0;30;no;1;yes;"{""code"": ""35008"", ""name"": ""Place de l'Eglise"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1522447200, ""gps"": {""latitude"": 48.892809461520265, ""longitude"": 2.4124351143836975}}";30;yes;0;1;no;0;1;0;35008;Place de l'Eglise;Operative;yes;6866026.95297,656918.523421;2018-03-30
26;0;28;no;1;yes;"{""code"": ""19030"", ""name"": ""Melun - Jean Jaurès"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605610, ""gps"": {""latitude"": 48.8837796723475, ""longitude"": 2.376477420330048}}";0;yes;0;2;no;0;0;0;19030;Melun - Jean Jaurès;Operative;yes;6865043.10652,654274.155195;2018-07-14
36;0;46;no;1;yes;"{""code"": ""15009"", ""name"": ""Suffren - Pérignon"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.84717561492764, ""longitude"": 2.307052147596786}}";46;yes;0;5;no;0;3;0;15009;Suffren - Pérignon;Operative;yes;6861015.48306,649147.278984;2018-04-14
14;0;31;no;1;yes;"{""code"": ""21004"", ""name"": ""Jean Jaurès - Reine"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517439600, ""gps"": {""latitude"": 48.84009622558849, ""longitude"": 2.239872515201569}}";31;yes;0;8;no;0;9;0;21004;Jean Jaurès - Reine;Operative;yes;6860273.69748,644209.79754;2018-01-31
0;0;0;no;1;no;"{""code"": ""22002"", ""name"": ""Argenson - Château"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1521154800, ""gps"": {""latitude"": 48.888559314669514, ""longitude"": 2.2642001509666447}}";25;yes;17;5;no;25;3;0;22002;Argenson - Château;Operative;yes;6865645.44168,646045.507345;2018-03-15
9;0;20;no;1;yes;"{""code"": ""11044"", ""name"": ""Square du Bataclan"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1556748000, ""gps"": {""latitude"": 48.8633762, ""longitude"": 2.3711327}}";0;yes;0;5;no;0;5;0;11044;Square du Bataclan;Operative;yes;6862777.48759,653864.141135;2019-05-01
30;0;36;no;1;yes;"{""code"": ""13022"", ""name"": ""Butte aux Cailles - Esperance"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1530741653, ""gps"": {""latitude"": 48.82758774190948, ""longitude"": 2.3492151126265526}}";0;yes;0;3;no;0;1;0;13022;Butte aux Cailles - Esperance;Operative;yes;6858811.19342,652223.43053;2018-07-04
28;0;30;no;1;no;"{""code"": ""20045"", ""name"": ""Louis Ganne - Davout"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517356800, ""gps"": {""latitude"": 48.86338720692607, ""longitude"": 2.409725748002529}}";30;yes;0;1;no;0;1;0;20045;Louis Ganne - Davout;Operative;yes;6862756.85438,656695.413995;2018-01-31
28;0;51;no;1;no;"{""code"": ""11110"", ""name"": ""Roquette - Folie Regnault"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540504800, ""gps"": {""latitude"": 48.859246959155485, ""longitude"": 2.386553623578705}}";53;yes;0;6;no;1;18;0;11110;Roquette - Folie Regnault;Operative;yes;6862309.4489,654991.882808;2018-10-25
0;0;0;no;1;no;"{""code"": ""16031"", ""name"": ""Vignes - Boulainvilliers"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1530396032, ""gps"": {""latitude"": 48.856399483950504, ""longitude"": 2.275240458548069}}";21;yes;11;3;no;21;7;0;16031;Vignes - Boulainvilliers;Operative;no;6862062.04099,646822.221972;2018-06-30
33;0;48;no;0;yes;"{""code"": ""12127"", ""name"": ""Tremblay - Lac des Minimes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1549407600, ""gps"": {""latitude"": 48.834131261494356, ""longitude"": 2.454751655459404}}";0;yes;0;7;no;0;8;0;12127;Tremblay - Lac des Minimes;Operative;yes;6859480.08826,659976.154619;2019-02-05
22;0;55;no;1;no;"{""code"": ""12153"", ""name"": ""Terroirs de France - Lheureux"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1553814000, ""gps"": {""latitude"": 48.83212027074841, ""longitude"": 2.388618104159832}}";0;yes;0;14;no;0;19;0;12153;Terroirs de France - Lheureux;Operative;yes;6859292.04163,655119.995005;2019-03-28
0;0;0;no;1;yes;"{""code"": ""21017"", ""name"": ""Place Marcel Sembat"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1522447200, ""gps"": {""latitude"": 48.83328865030686, ""longitude"": 2.2441747784614567}}";56;yes;42;4;no;56;10;0;21017;Place Marcel Sembat;Operative;no;6859513.74614,644518.310708;2018-03-30
17;0;28;no;1;yes;"{""code"": ""5028"", ""name"": ""Censier - Jardin des Plantes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1558476028, ""gps"": {""latitude"": 48.84107178161383, ""longitude"": 2.355475388467312}}";55;yes;0;8;no;0;3;0;5028;Censier - Jardin des Plantes;Operative;yes;6860306.70192,652695.248705;2019-05-21
48;0;53;no;1;yes;"{""code"": ""17005"", ""name"": ""Brochant - Clichy"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.89032998912038, ""longitude"": 2.319730559929781}}";53;yes;0;1;no;0;3;0;17005;Brochant - Clichy;Operative;yes;6865805.81861,650119.014567;2018-04-14
0;0;0;no;0;no;"{""code"": ""92004"", ""name"": ""Université"", ""state"": ""Work in progress"", ""type"": ""no"", ""dueDate"": 1572517174, ""gps"": {""latitude"": 48.901365, ""longitude"": 2.212693}}";0;no;1;0;no;1;0;0;92004;Université;Work in progress;no;6867105.77505,642282.926499;2019-10-31
26;0;37;no;1;no;"{""code"": ""18035"", ""name"": ""René Binet - Porte de Montmartre"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517180400, ""gps"": {""latitude"": 48.89905109950848, ""longitude"": 2.3365534096956253}}";37;yes;0;4;no;0;7;0;18035;René Binet - Porte de Montmartre;Operative;yes;6866765.06618,651360.67431;2018-01-28
27;0;33;no;1;yes;"{""code"": ""22401"", ""name"": ""Charles de Gaulle - Plateau de Vanves"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605653, ""gps"": {""latitude"": 48.82233088973263, ""longitude"": 2.298571803412886}}";0;yes;0;3;no;0;3;0;22401;Charles de Gaulle - Plateau de Vanves;Operative;yes;6858258.53148,648500.416488;2018-07-14
47;0;54;no;1;yes;"{""code"": ""14016"", ""name"": ""René Coty - Parc Montsouris"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517266840, ""gps"": {""latitude"": 48.82479134498032, ""longitude"": 2.336124926805496}}";55;yes;1;3;no;1;4;0;14016;René Coty - Parc Montsouris;Operative;yes;6858508.26741,651259.838946;2018-01-29
14;0;66;no;1;yes;"{""code"": ""12033"", ""name"": ""François Truffaut - Saint Emilion"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605611, ""gps"": {""latitude"": 48.83372354344807, ""longitude"": 2.386601903271428}}";0;yes;0;40;no;0;12;0;12033;François Truffaut - Saint Emilion;Operative;yes;6859471.45624,654973.378592;2018-07-14
35;0;50;no;1;yes;"{""code"": ""12120"", ""name"": ""Lac Daumesnil - Saint-Maurice"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1553814000, ""gps"": {""latitude"": 48.82774555743318, ""longitude"": 2.4183654785156246}}";0;yes;0;6;no;0;9;0;12120;Lac Daumesnil - Saint-Maurice;Operative;yes;6858789.12391,657300.051296;2019-03-28
1;0;1;no;1;no;"{""code"": ""11012"", ""name"": ""Montreuil - Voltaire"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1556748000, ""gps"": {""latitude"": 48.85050701184191, ""longitude"": 2.393075558274471}}";34;yes;26;3;no;33;3;0;11012;Montreuil - Voltaire;Operative;yes;6861333.94285,655462.91327;2019-05-01
28;0;30;no;1;no;"{""code"": ""18142"", ""name"": ""Jessaint - Marx Dormoy"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1563228000, ""gps"": {""latitude"": 48.88484543106364, ""longitude"": 2.358930408954621}}";0;yes;0;0;no;0;2;0;18142;Jessaint - Marx Dormoy;Operative;yes;6865171.9168,652988.340299;2019-07-15
11;0;13;no;1;no;"{""code"": ""18014"", ""name"": ""Léon - Doudeauville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555711200, ""gps"": {""latitude"": 48.88832421845225, ""longitude"": 2.353573372638597}}";13;yes;0;1;no;0;1;0;18014;Léon - Doudeauville;Operative;yes;6865561.94088,652598.667417;2019-04-19
50;0;50;no;1;yes;"{""code"": ""14003"", ""name"": ""Schoelcher - Raspail"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1586034000, ""gps"": {""latitude"": 48.83681733526843, ""longitude"": 2.3312794080411474}}";0;yes;0;0;no;0;0;0;14003;Schoelcher - Raspail;Operative;yes;6859848.42054,650915.425115;2020-04-04
21;0;22;no;1;no;"{""code"": ""13110"", ""name"": ""Moulin de la Pointe"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.82092946051445, ""longitude"": 2.3563179373741145}}";22;yes;0;0;no;0;1;0;13110;Moulin de la Pointe;Operative;yes;6858066.59763,652738.828982;2018-04-14
1;0;29;no;1;yes;"{""code"": ""42011"", ""name"": ""Quai Marcel Boyer - Victor Hugo"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1541890850, ""gps"": {""latitude"": 48.82255636666729, ""longitude"": 2.392039597034455}}";0;yes;0;21;no;0;7;0;42011;Quai Marcel Boyer - Victor Hugo;Operative;yes;6858226.70335,655362.965548;2018-11-10
7;0;26;no;1;yes;"{""code"": ""23005"", ""name"": ""Gare de Clichy-Levallois "", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1530828024, ""gps"": {""latitude"": 48.89679827481989, ""longitude"": 2.2984680533409123}}";0;yes;0;13;no;0;5;0;23005;Gare de Clichy-Levallois;Operative;yes;6866538.69698,648566.364657;2018-07-05
12;0;21;no;1;yes;"{""code"": ""12010"", ""name"": ""Daumesnil - Picpus"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.8374688, ""longitude"": 2.401765}}";0;yes;0;3;no;0;6;0;12010;Daumesnil - Picpus;Operative;yes;6859879.35073,656089.562503;2018-10-30
29;0;30;no;0;no;"{""code"": ""48009"", ""name"": ""République - Auguste Perret"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1564005600, ""gps"": {""latitude"": 48.78695280952244, ""longitude"": 2.3518594354391094}}";0;yes;0;1;no;0;0;0;48009;République - Auguste Perret;Operative;yes;6854291.54595,652380.469912;2019-07-24
23;0;26;no;1;yes;"{""code"": ""15122"", ""name"": ""Place Charles Vallin"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1563400800, ""gps"": {""latitude"": 48.83552381204077, ""longitude"": 2.302598655223847}}";0;yes;0;2;no;0;1;0;15122;Place Charles Vallin;Operative;yes;6859722.80627,648809.020432;2019-07-17
32;0;46;no;1;yes;"{""code"": ""21009"", ""name"": ""Le Corbusier - Jean Jaurès"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1553578800, ""gps"": {""latitude"": 48.83780830557548, ""longitude"": 2.2408381104469304}}";46;yes;0;8;no;0;6;0;21009;Le Corbusier - Jean Jaurès;Operative;yes;6860018.62618,644278.220209;2019-03-26
10;0;18;no;1;no;"{""code"": ""4107"", ""name"": ""Beaumarchais - Pas de la Mule"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531692000, ""gps"": {""latitude"": 48.855580507049055, ""longitude"": 2.368433367343057}}";0;yes;0;7;no;0;1;0;4107;Beaumarchais - Pas de la Mule;Operative;yes;6861912.25142,653659.179841;2018-07-15
19;0;22;no;0;yes;"{""code"": ""21951"", ""name"": ""Place Centrale "", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546207140, ""gps"": {""latitude"": 48.78740167690531, ""longitude"": 2.2278830409049992}}";0;yes;0;1;no;0;2;0;21951;Place Centrale;Operative;yes;6854423.36858,643272.556264;2018-12-30
3;0;24;no;1;yes;"{""code"": ""9013"", ""name"": ""Mairie du 9ème"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1512570691, ""gps"": {""latitude"": 48.87326713758289, ""longitude"": 2.340753448052758}}";24;yes;1;11;no;1;10;0;9013;Mairie du 9ème;Operative;yes;6863895.46241,651644.648018;2017-12-06
7;0;20;no;1;yes;"{""code"": ""31017"", ""name"": ""Jean Moulin - Paul Doumer"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.8622179854695, ""longitude"": 2.45533436536789}}";0;yes;0;2;no;0;11;0;31017;Jean Moulin - Paul Doumer;Operative;yes;6862602.79879,660040.469788;2018-10-30
27;0;49;no;1;no;"{""code"": ""13047"", ""name"": ""Boutroux - Porte de Vitry"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.822632, ""longitude"": 2.377738}}";0;yes;0;15;no;0;7;0;13047;Boutroux - Porte de Vitry;Operative;yes;6858243.29258,654313.01637;2018-10-30
10;0;25;no;1;no;"{""code"": ""23006"", ""name"": ""Jules Guesde - Alsace"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.89056627550627, ""longitude"": 2.295077741146088}}";0;yes;0;3;no;0;12;0;23006;Jules Guesde - Alsace;Operative;yes;6865847.94773,648311.620082;2018-10-30
22;0;23;no;1;no;"{""code"": ""18114"", ""name"": ""Véron - Lepic"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.88526123395252, ""longitude"": 2.334559857845307}}";0;yes;0;0;no;0;1;0;18114;Véron - Lepic;Operative;yes;6865232.93677,651201.601921;2018-10-30
9;0;17;no;1;no;"{""code"": ""20004"", ""name"": ""Commandant l'Herminier - Gallieni"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.84704055260307, ""longitude"": 2.416045367717743}}";16;yes;0;6;no;0;2;0;20004;Commandant l'Herminier - Gallieni;Operative;yes;6860935.79265,657145.592798;2018-10-30
11;0;18;no;1;no;"{""code"": ""44103"", ""name"": ""Pont De Charenton"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.8179685, ""longitude"": 2.4199531}}";0;yes;0;1;no;0;6;0;44103;Pont De Charenton;Operative;yes;6857701.16869,657408.616574;2018-10-30
18;0;23;no;1;no;"{""code"": ""22403"", ""name"": ""Pierre Brossolette - Adolphe Pinard"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605629, ""gps"": {""latitude"": 48.82177227954821, ""longitude"": 2.313155829906464}}";0;yes;1;0;no;1;5;0;22403;Pierre Brossolette - Adolphe Pinard;Operative;yes;6858187.00821,649570.623229;2018-07-14
34;0;40;no;1;no;"{""code"": ""13117"", ""name"": ""Stade Georges Carpentier"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.82048243838136, ""longitude"": 2.366832196712494}}";0;yes;0;4;no;0;2;0;13117;Stade Georges Carpentier;Operative;yes;6858010.65252,653510.403883;2018-10-30
35;0;42;no;0;yes;"{""code"": ""92005"", ""name"": ""Gare de Nanterre Ville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.8950295, ""longitude"": 2.1957932}}";0;yes;1;3;no;1;4;0;92005;Gare de Nanterre Ville;Operative;yes;6866413.79436,641036.878188;2018-10-30
8;0;24;no;0;yes;"{""code"": ""22103"", ""name"": ""Senard - Charles Blum"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.857315824799, ""longitude"": 2.221091687679291}}";0;yes;0;7;no;0;9;0;22103;Senard - Charles Blum;Operative;yes;6862201.75765,642850.293959;2018-10-30
0;0;0;no;0;no;"{""code"": ""92007"", ""name"": ""Pesaro - Préfecture"", ""state"": ""Work in progress"", ""type"": ""no"", ""dueDate"": 1575109344, ""gps"": {""latitude"": 48.895713, ""longitude"": 2.22386}}";0;no;1;0;no;1;0;0;92007;Pesaro - Préfecture;Work in progress;no;6866469.20272,643095.369453;2019-11-30
12;0;26;no;1;yes;"{""code"": ""22009"", ""name"": ""Charles de Gaulle - Orléans "", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1543615140, ""gps"": {""latitude"": 48.88092225101522, ""longitude"": 2.271581590175629}}";0;yes;0;8;no;0;6;0;22009;Charles de Gaulle - Orléans;Operative;yes;6864791.2344,646578.921815;2018-11-30
16;0;24;no;1;no;"{""code"": ""20117"", ""name"": ""Saint-Fargeau - Mortier"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1539615540, ""gps"": {""latitude"": 48.87266656122256, ""longitude"": 2.407912909984589}}";32;yes;0;5;no;0;3;0;20117;Saint-Fargeau - Mortier;Operative;yes;6863789.64967,656570.157264;2018-10-15
29;0;29;no;1;no;"{""code"": ""14128"", ""name"": ""Gergovie - Vercingétorix"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555566180, ""gps"": {""latitude"": 48.83453413883994, ""longitude"": 2.313154547426182}}";0;yes;0;0;no;0;0;0;14128;Gergovie - Vercingétorix;Operative;yes;6859605.9743,649582.872078;2019-04-18
24;0;26;no;1;yes;"{""code"": ""13035"", ""name"": ""Choisy - Tolbiac"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1569103200, ""gps"": {""latitude"": 48.82591155587023, ""longitude"": 2.3602393269538884}}";0;yes;0;1;no;0;0;0;13035;Choisy - Tolbiac;Operative;yes;6858618.20725,653031.231721;2019-09-21
16;0;23;no;1;no;"{""code"": ""8101"", ""name"": ""Londres - Amsterdam"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1558130400, ""gps"": {""latitude"": 48.878034461503965, ""longitude"": 2.326483540969424}}";23;yes;0;3;no;0;3;0;8101;Londres - Amsterdam;Operative;yes;6864434.38814,650602.505304;2019-05-17
1;0;1;no;1;yes;"{""code"": ""20047"", ""name"": ""Cours de Vincennes - Davout"", ""state"": ""Work in progress"", ""type"": ""yes"", ""dueDate"": 1572390000, ""gps"": {""latitude"": 48.8473310531154, ""longitude"": 2.4103900081973}}";48;yes;47;0;no;47;0;0;20047;Cours de Vincennes - Davout;Work in progress;yes;6860971.17781,656730.814429;2019-10-29
22;0;50;no;0;no;"{""code"": ""12125"", ""name"": ""Pyramide - Parc Floral"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1553814000, ""gps"": {""latitude"": 48.837442, ""longitude"": 2.440452}}";0;yes;0;21;no;0;7;0;12125;Pyramide - Parc Floral;Operative;yes;6859855.55289,658929.117268;2019-03-28
15;0;19;no;0;yes;"{""code"": ""31101"", ""name"": ""Jules Guesde - Laennec"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1554760800, ""gps"": {""latitude"": 48.87628983900398, ""longitude"": 2.5006942078471184}}";0;yes;0;1;no;0;3;0;31101;Jules Guesde - Laennec;Operative;yes;6864145.50647,663378.153872;2019-04-08
