Nombre de bornes disponibles;Nombre vélo en PARK+;Nombres de bornes en station;PARK + activation;densityLevel;Achat possible en station (CB);Description station;maxBikeOverflow;Etat du Totem;nbFreeDock;Nombre de vélo mécanique;PARK +;nbDock;Nombre vélo électrique;Nombre vélo en PARK+;Code de la station;Nom de la station;Etat des stations;Type de stations;geo;duedate
23;0;25;no;1;no;"{""code"": ""14012"", ""name"": ""Sibelle - Alésia"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529643106, ""gps"": {""latitude"": 48.826701758539215, ""longitude"": 2.3384983465075493}}";0;yes;0;2;no;0;0;0;14012;Sibelle - Alésia;Operative;yes;6858719.22016,651435.865339;2018-06-22
22;0;26;no;1;yes;"{""code"": ""21005"", ""name"": ""Hôtel de Ville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1522447200, ""gps"": {""latitude"": 48.83495885166784, ""longitude"": 2.2416803240776066}}";26;yes;0;2;no;0;2;0;21005;Hôtel de Ville;Operative;yes;6859701.20747,644336.993274;2018-03-30
26;0;28;no;1;yes;"{""code"": ""15109"", ""name"": ""Cevennes - Bergers"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529039503, ""gps"": {""latitude"": 48.84240765130395, ""longitude"": 2.281037718057633}}";0;yes;1;1;no;1;0;0;15109;Cevennes - Bergers;Operative;yes;6860502.40494,647233.406812;2018-06-15
0;0;0;no;1;no;"{""code"": ""21209"", ""name"": ""Molière - République"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1541026835, ""gps"": {""latitude"": 48.81111581390707, ""longitude"": 2.3145738624448158}}";0;yes;27;0;no;30;3;0;21209;Molière - République;Operative;no;6857001.24486,649664.449888;2018-10-31
4;0;21;no;1;yes;"{""code"": ""13053"", ""name"": ""Chevaleret - Tolbiac"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1592776800, ""gps"": {""latitude"": 48.82941, ""longitude"": 2.375934}}";0;yes;0;9;no;0;8;0;13053;Chevaleret - Tolbiac;Operative;yes;6858997.97349,654186.524323;2020-06-21
21;0;24;no;1;yes;"{""code"": ""35010"", ""name"": ""Hoche - Jean Lolive"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546380036, ""gps"": {""latitude"": 48.89110239200789, ""longitude"": 2.402843534946442}}";0;yes;0;2;no;0;1;0;35010;Hoche - Jean Lolive;Operative;yes;6865842.41052,656213.826679;2019-01-01
18;0;22;no;1;yes;"{""code"": ""14124"", ""name"": ""David Weill - Parc Montsouris"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529038732, ""gps"": {""latitude"": 48.821092374256104, ""longitude"": 2.333725690841675}}";0;yes;0;0;no;0;4;0;14124;David Weill - Parc Montsouris;Operative;yes;6858098.47097,651080.226398;2018-06-15
25;0;38;no;0;yes;"{""code"": ""92008"", ""name"": ""Hôtel de Ville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555311300, ""gps"": {""latitude"": 48.892371898250424, ""longitude"": 2.205548956990242}}";0;yes;0;10;no;0;3;0;92008;Hôtel de Ville;Operative;yes;6866111.04664,641749.156752;2019-04-15
7;0;24;no;1;no;"{""code"": ""15110"", ""name"": ""Place Robert Guillemard"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561871573, ""gps"": {""latitude"": 48.836191728066666, ""longitude"": 2.2811267160086417}}";0;yes;0;15;no;0;2;0;15110;Place Robert Guillemard;Operative;yes;6859811.20518,647233.646126;2019-06-30
0;0;0;no;1;yes;"{""code"": ""18022"", ""name"": ""Marcadet - Barbès"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1555711200, ""gps"": {""latitude"": 48.89045112096476, ""longitude"": 2.349057392968696}}";37;yes;36;1;no;37;0;0;18022;Marcadet - Barbès;Operative;no;6865801.16124,652269.475689;2019-04-19
28;0;35;no;1;no;"{""code"": ""7002"", ""name"": ""Vaneau - Sèvres"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545042442, ""gps"": {""latitude"": 48.84856323305935, ""longitude"": 2.3204218259345537}}";0;yes;0;5;no;0;2;0;7002;Vaneau - Sèvres;Operative;yes;6861161.24519,650129.730599;2018-12-17
23;0;34;no;1;yes;"{""code"": ""21008"", ""name"": ""Victor Hugo - Galliéni"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1568498400, ""gps"": {""latitude"": 48.83802015441127, ""longitude"": 2.2460845112800603}}";34;yes;0;5;no;0;6;0;21008;Victor Hugo - Galliéni;Operative;yes;6860038.49178,644663.514335;2019-09-14
1;0;1;no;1;yes;"{""code"": ""31008"", ""name"": ""François Debergue - Croix de Chavaux"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1538660640, ""gps"": {""latitude"": 48.857421708072074, ""longitude"": 2.437578141689301}}";0;yes;42;6;no;56;8;0;31008;François Debergue - Croix de Chavaux;Operative;yes;6862078.62077,658734.003044;2018-10-04
3;0;23;no;1;no;"{""code"": ""21015"", ""name"": ""Nationale - Place Jules Guesde"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717609, ""gps"": {""latitude"": 48.82753962462998, ""longitude"": 2.2416052222251897}}";0;yes;0;13;no;0;7;0;21015;Nationale - Place Jules Guesde;Operative;yes;6858876.33616,644323.557509;2018-05-30
14;0;20;no;1;yes;"{""code"": ""44003"", ""name"": ""Gabriel Péri - Danielle Casanova"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545749043, ""gps"": {""latitude"": 48.790114, ""longitude"": 2.4025777}}";0;yes;0;2;no;0;3;0;44003;Gabriel Péri - Danielle Casanova;Operative;yes;6854613.63349,656109.376284;2018-12-25
40;0;50;no;1;yes;"{""code"": ""16122"", ""name"": ""Route de la Muette - Porte de Neuilly"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545174005, ""gps"": {""latitude"": 48.8798926, ""longitude"": 2.2587671}}";0;yes;0;8;no;0;2;0;16122;Route de la Muette - Porte de Neuilly;Operative;yes;6864685.49066,645638.079553;2018-12-18
17;0;26;no;1;no;"{""code"": ""41404"", ""name"": ""Carnot - Pâquerettes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545606024, ""gps"": {""latitude"": 48.79592939432515, ""longitude"": 2.4261841177940373}}";0;yes;0;3;no;0;6;0;41404;Carnot - Pâquerettes;Operative;yes;6855247.36046,657848.328715;2018-12-23
18;0;28;no;1;no;"{""code"": ""22203"", ""name"": ""Tertres - Fontaine"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1544569200, ""gps"": {""latitude"": 48.787553654715644, ""longitude"": 2.306235730648041}}";0;yes;0;3;no;0;7;0;22203;Tertres - Fontaine;Operative;yes;6854386.83267,649029.121446;2018-12-11
34;0;62;no;1;yes;"{""code"": ""41202"", ""name"": ""Gare Rer de Fontenay sous Bois"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546210847, ""gps"": {""latitude"": 48.8436279, ""longitude"": 2.4630465}}";0;yes;0;17;no;0;11;0;41202;Gare Rer de Fontenay sous Bois;Operative;yes;6860531.85346,660592.207164;2018-12-30
28;0;32;no;1;yes;"{""code"": ""42021"", ""name"": ""Raspail - Manufacture des Oeillets"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1544655601, ""gps"": {""latitude"": 48.8094458, ""longitude"": 2.3903009}}";0;yes;0;4;no;0;0;0;42021;Raspail - Manufacture des Oeillets;Operative;yes;6856769.95436,655224.055348;2018-12-12
60;0;60;no;1;yes;"{""code"": ""19018"", ""name"": ""Cité de la Musique"", ""state"": ""Work in progress"", ""type"": ""yes"", ""dueDate"": 1577743200, ""gps"": {""latitude"": 48.88905644179769, ""longitude"": 2.393023111831099}}";0;yes;0;0;no;0;0;0;19018;Cité de la Musique;Work in progress;yes;6865620.40127,655492.014756;2019-12-30
31;0;36;no;1;yes;"{""code"": ""31016"", ""name"": ""Lucie Aubrac - Franklin"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545260400, ""gps"": {""latitude"": 48.86223916006812, ""longitude"": 2.4435862898826604}}";0;yes;0;3;no;0;2;0;31016;Lucie Aubrac - Franklin;Operative;yes;6862611.16257,659178.600005;2018-12-19
13;0;28;no;0;no;"{""code"": ""44004"", ""name"": ""Place de l'Eglise"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545750893, ""gps"": {""latitude"": 48.791922819921815, ""longitude"": 2.395057752728462}}";0;yes;0;6;no;0;9;0;44004;Place de l'Eglise;Operative;yes;6854818.9538,655558.462374;2018-12-25
21;0;22;no;1;no;"{""code"": ""31708"", ""name"": ""Noisy le Sec - Jean-Baptiste Clément"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529649412, ""gps"": {""latitude"": 48.87451538963655, ""longitude"": 2.415283620357514}}";0;yes;0;1;no;0;0;0;31708;Noisy le Sec - Jean-Baptiste Clément;Operative;yes;6863991.19898,657112.314427;2018-06-22
20;0;20;no;1;yes;"{""code"": ""35020"", ""name"": ""Marcelle - Thalie"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1538773140, ""gps"": {""latitude"": 48.8835462, ""longitude"": 2.4137883}}";0;yes;0;0;no;0;0;0;35020;Marcelle - Thalie;Operative;yes;6864996.18596,657010.092967;2018-10-05
6;0;24;no;0;no;"{""code"": ""25003"", ""name"": ""Henri Ste-Claire Déville - Paul Héroult"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1550476800, ""gps"": {""latitude"": 48.892663, ""longitude"": 2.172411}}";0;yes;0;13;no;0;5;0;25003;Henri Ste-Claire Déville - Paul Héroult;Operative;yes;6866168.37078,639319.837581;2019-02-18
17;0;19;no;1;no;"{""code"": ""20115"", ""name"": ""Louis Lumière - Porte de Bagnolet"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605654, ""gps"": {""latitude"": 48.86431136000005, ""longitude"": 2.4105210229754443}}";0;yes;1;0;no;1;2;0;20115;Louis Lumière - Porte de Bagnolet;Operative;yes;6862859.17755,656754.524209;2018-07-14
4;0;30;no;1;yes;"{""code"": ""31003"", ""name"": ""Paris - Emile Zola"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1566424800, ""gps"": {""latitude"": 48.854898095789295, ""longitude"": 2.4186685681343083}}";0;yes;0;5;no;0;21;0;31003;Paris - Emile Zola;Operative;yes;6861808.0637,657344.529243;2019-08-21
37;0;42;no;1;no;"{""code"": ""22402"", ""name"": ""Jean Jaurès - Salvador Allende"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561932000, ""gps"": {""latitude"": 48.821475594736775, ""longitude"": 2.3026576638221745}}";42;yes;0;2;no;1;4;0;22402;Jean Jaurès - Salvador Allende;Operative;yes;6858160.77655,648799.556901;2019-06-30
11;0;24;no;1;yes;"{""code"": ""9116"", ""name"": ""Victoire - Chaussée d'Antin"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546210824, ""gps"": {""latitude"": 48.875065791004396, ""longitude"": 2.3316738009452824}}";0;yes;0;8;no;0;4;0;9116;Victoire - Chaussée d'Antin;Operative;yes;6864101.05823,650980.369754;2018-12-30
19;0;24;no;1;yes;"{""code"": ""11030"", ""name"": ""Oberkampf - République"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1518130824, ""gps"": {""latitude"": 48.8654533, ""longitude"": 2.3760261}}";24;yes;0;3;no;0;2;0;11030;Oberkampf - République;Operative;yes;6863005.59719,654224.955318;2018-02-08
10;0;28;no;1;yes;"{""code"": ""17031"", ""name"": ""Place de la Porte de Champerret"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1565870400, ""gps"": {""latitude"": 48.88561741628322, ""longitude"": 2.290781411279206}}";28;yes;0;13;no;0;5;0;17031;Place de la Porte de Champerret;Operative;yes;6865300.48669,647991.657802;2019-08-15
21;0;33;no;1;yes;"{""code"": ""16008"", ""name"": ""Galilée - Kléber"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546729200, ""gps"": {""latitude"": 48.86741186571367, ""longitude"": 2.290781380114821}}";33;yes;0;8;no;0;4;0;16008;Galilée - Kléber;Operative;yes;6863276.16547,647973.473145;2019-01-05
25;0;36;no;1;yes;"{""code"": ""11039"", ""name"": ""Richard Lenoir - Jean-Pierre Timbaud"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555711200, ""gps"": {""latitude"": 48.86580427668637, ""longitude"": 2.369337074966926}}";36;yes;2;5;no;2;6;0;11039;Richard Lenoir - Jean-Pierre Timbaud;Operative;yes;6863048.52158,653734.567098;2019-04-19
16;0;23;no;1;yes;"{""code"": ""17013"", ""name"": ""Legendre - Dulong"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555192828, ""gps"": {""latitude"": 48.885325169402904, ""longitude"": 2.316423766314984}}";23;yes;0;1;no;0;6;0;17013;Legendre - Dulong;Operative;yes;6865251.40673,649871.731077;2019-04-13
13;0;24;no;1;no;"{""code"": ""1119"", ""name"": ""Cossonnerie - Sébastopol"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1564437600, ""gps"": {""latitude"": 48.86132665908402, ""longitude"": 2.349419631063938}}";0;yes;0;6;no;0;5;0;1119;Cossonnerie - Sébastopol;Operative;yes;6862562.50084,652269.353808;2019-07-29
17;0;28;no;1;yes;"{""code"": ""7021"", ""name"": ""Bosquet - Saint-Dominique"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1544310000, ""gps"": {""latitude"": 48.85865170952645, ""longitude"": 2.303716580234576}}";1;yes;0;8;no;0;3;0;7021;Bosquet - Saint-Dominique;Operative;yes;6862293.66703,648913.753334;2018-12-08
41;0;45;no;1;yes;"{""code"": ""11026"", ""name"": ""Chemin Vert - Saint-Maur"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1558735200, ""gps"": {""latitude"": 48.86112461407359, ""longitude"": 2.381299026310444}}";0;yes;0;2;no;0;2;0;11026;Chemin Vert - Saint-Maur;Operative;yes;6862521.23694,654608.000566;2019-05-24
14;0;57;no;1;yes;"{""code"": ""13050"", ""name"": ""Quai Panhard et Levassor"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1557612000, ""gps"": {""latitude"": 48.82837482809675, ""longitude"": 2.384273745805574}}";59;yes;0;22;no;0;19;0;13050;Quai Panhard et Levassor;Operative;yes;6858878.06756,654797.845604;2019-05-11
49;0;50;no;1;no;"{""code"": ""32604"", ""name"": ""Square du Théâtre du Garde-Chasse"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.881287375060616, ""longitude"": 2.420119643211365}}";0;yes;0;0;no;0;1;0;32604;Square du Théâtre du Garde-Chasse;Operative;yes;6864741.58841,657472.549851;2018-10-30
20;0;20;no;1;no;"{""code"": ""19024"", ""name"": ""Botzaris - Parc des Buttes Chaumont"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531460347, ""gps"": {""latitude"": 48.877951, ""longitude"": 2.381464}}";0;yes;0;0;no;0;0;0;19024;Botzaris - Parc des Buttes Chaumont;Operative;yes;6864392.11678,654634.76007;2018-07-13
25;0;35;no;1;yes;"{""code"": ""9014"", ""name"": ""Faubourg Montmartre - La Fayette"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1558227617, ""gps"": {""latitude"": 48.87525454905335, ""longitude"": 2.340853661298752}}";35;yes;0;5;no;0;5;0;9014;Faubourg Montmartre - La Fayette;Operative;yes;6864116.38712,651653.843175;2019-05-19
57;0;64;no;1;yes;"{""code"": ""15021"", ""name"": ""Joseph Liouville - Croix Nivert"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.844835471244416, ""longitude"": 2.297508493065834}}";65;yes;0;4;no;0;3;0;15021;Joseph Liouville - Croix Nivert;Operative;yes;6860761.47207,648444.611085;2018-04-14
34;0;42;no;1;no;"{""code"": ""17105"", ""name"": ""Place Madeleine Daniélou"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605600, ""gps"": {""latitude"": 48.883498, ""longitude"": 2.282015}}";0;yes;0;5;no;0;3;0;17105;Place Madeleine Daniélou;Operative;yes;6865070.63159,647346.674973;2018-07-14
7;0;16;no;1;no;"{""code"": ""5012"", ""name"": ""Estrapade - Ulm"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1554018979, ""gps"": {""latitude"": 48.84512772828039, ""longitude"": 2.3454568170361734}}";0;yes;0;0;no;0;9;0;5012;Estrapade - Ulm;Operative;yes;6860763.73056,651963.69282;2019-03-31
5;0;23;no;1;no;"{""code"": ""13051"", ""name"": ""Halle Freyssinet - Parvis Alan Turing"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1541718033, ""gps"": {""latitude"": 48.83298497134978, ""longitude"": 2.371300756931305}}";0;yes;0;10;no;0;8;0;13051;Halle Freyssinet - Parvis Alan Turing;Operative;yes;6859398.16898,653849.564182;2018-11-08
43;0;50;no;1;yes;"{""code"": ""11105"", ""name"": ""Parmentier - République "", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1522879246, ""gps"": {""latitude"": 48.8644954, ""longitude"": 2.3750124}}";50;yes;0;2;no;0;5;0;11105;Parmentier - République;Operative;yes;6862899.67415,654149.748265;2018-04-04
19;0;20;no;1;yes;"{""code"": ""20134"", ""name"": ""Lieutenant Chauré - Etienne Marey"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1550214000, ""gps"": {""latitude"": 48.86746195408435, ""longitude"": 2.405970990657807}}";0;yes;0;1;no;0;0;0;20134;Lieutenant Chauré - Etienne Marey;Operative;yes;6863212.00247,656423.3656;2019-02-15
10;0;28;no;0;yes;"{""code"": ""24001"", ""name"": ""Léonard de Vinci"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1567202400, ""gps"": {""latitude"": 48.89790972494496, ""longitude"": 2.2383723043644914}}";0;yes;0;5;no;0;13;0;24001;Léonard de Vinci;Operative;yes;6866703.10454,644161.697848;2019-08-30
19;0;25;no;1;yes;"{""code"": ""4108"", ""name"": ""Quai de Béthune - Pont de la Tournelle"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1571349600, ""gps"": {""latitude"": 48.85097433194032, ""longitude"": 2.356307208538055}}";0;yes;0;4;no;0;1;0;4108;Quai de Béthune - Pont de la Tournelle;Operative;yes;6861407.27108,652765.274584;2019-10-17
10;0;14;no;0;yes;"{""code"": ""21403"", ""name"": ""Gare de Clamart"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546154597, ""gps"": {""latitude"": 48.81383535598703, ""longitude"": 2.272278964519501}}";0;yes;0;1;no;0;3;0;21403;Gare de Clamart;Operative;yes;6857331.41281,646561.317127;2018-12-30
23;0;30;no;1;no;"{""code"": ""21701"", ""name"": ""Larmeroux - Baudelaire"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.816939911291605, ""longitude"": 2.280989480484553}}";29;yes;0;3;no;0;4;0;21701;Larmeroux - Baudelaire;Operative;yes;6857670.7372,647204.081229;2018-04-14
0;0;0;no;1;yes;"{""code"": ""18009"", ""name"": ""Jean-François Lépine - Stephenson"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1521154800, ""gps"": {""latitude"": 48.88611466796807, ""longitude"": 2.356855627529275}}";22;yes;20;1;no;22;1;0;18009;Jean-François Lépine - Stephenson;Operative;yes;6865314.28588,652837.342913;2018-03-15
11;0;19;no;1;yes;"{""code"": ""5106"", ""name"": ""Cujas - Saint-Michel"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1584914400, ""gps"": {""latitude"": 48.84819134858432, ""longitude"": 2.34183165485398}}";20;yes;0;7;no;0;1;0;5106;Cujas - Saint-Michel;Operative;yes;6861106.58644,651700.491136;2020-03-22
3;0;26;no;1;yes;"{""code"": ""22003"", ""name"": ""Beffroy"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1522447200, ""gps"": {""latitude"": 48.886591074487995, ""longitude"": 2.261394560337067}}";26;yes;0;13;no;0;10;0;22003;Beffroy;Operative;yes;6865428.50731,645837.73869;2018-03-30
22;0;31;no;1;yes;"{""code"": ""16038"", ""name"": ""Molitor - Chardon-Lagache"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605600, ""gps"": {""latitude"": 48.84520880183234, ""longitude"": 2.2656840831041336}}";0;yes;2;4;no;3;6;0;16038;Molitor - Chardon-Lagache;Operative;yes;6860824.23146,646109.490511;2018-07-14
23;0;26;no;1;yes;"{""code"": ""41601"", ""name"": ""Général De Gaulle - Alouette"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1528754423, ""gps"": {""latitude"": 48.839109, ""longitude"": 2.4175664}}";0;yes;0;2;no;0;1;0;41601;Général De Gaulle - Alouette;Operative;yes;6860053.05384,657250.70887;2018-06-11
24;0;25;no;1;no;"{""code"": ""14110"", ""name"": ""Abbé Carton - Plantes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529038635, ""gps"": {""latitude"": 48.827673823165846, ""longitude"": 2.320918142795563}}";0;yes;0;1;no;0;0;0;14110;Abbé Carton - Plantes;Operative;yes;6858838.25805,650146.17587;2018-06-15
29;0;32;no;1;no;"{""code"": ""17125"", ""name"": ""Marie-Georges Picquart - Pereire"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1558476000, ""gps"": {""latitude"": 48.88863669349711, ""longitude"": 2.3111706599593163}}";0;yes;0;1;no;0;2;0;17125;Marie-Georges Picquart - Pereire;Operative;yes;6865622.97549,649489.730304;2019-05-21
35;0;38;no;1;no;"{""code"": ""16108"", ""name"": ""Sablons - Georges Mandel"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531632103, ""gps"": {""latitude"": 48.863875, ""longitude"": 2.28189}}";0;yes;0;2;no;0;1;0;16108;Sablons - Georges Mandel;Operative;yes;6862888.79174,647317.664713;2018-07-15
4;0;51;no;1;no;"{""code"": ""43005"", ""name"": ""Gare RER de Vincennes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.847563015126106, ""longitude"": 2.433383166790009}}";51;yes;0;17;no;0;30;0;43005;Gare RER de Vincennes;Operative;yes;6860984.61603,658418.348499;2018-04-14
38;0;48;no;1;yes;"{""code"": ""19032"", ""name"": ""Villette - Belleville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1549666830, ""gps"": {""latitude"": 48.872687731400255, ""longitude"": 2.3764613270759587}}";0;yes;0;3;no;0;5;0;19032;Villette - Belleville;Operative;yes;6863809.76165,654263.235461;2019-02-08
16;0;30;no;1;no;"{""code"": ""16136"", ""name"": ""Théophile Gautier - François Millet"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1542751140, ""gps"": {""latitude"": 48.85034821320644, ""longitude"": 2.273029983043671}}";0;yes;0;7;no;0;6;0;16136;Théophile Gautier - François Millet;Operative;yes;6861390.69126,646653.84264;2018-11-20
31;0;49;no;1;no;"{""code"": ""31707"", ""name"": ""Edouard Vaillant - Galliéni"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.85846288166117, ""longitude"": 2.4147954583168034}}";0;yes;0;11;no;0;7;0;31707;Edouard Vaillant - Galliéni;Operative;yes;6862206.53848,657063.280813;2018-10-30
0;0;0;no;1;yes;"{""code"": ""19022"", ""name"": ""Marché Secrétan"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1521154800, ""gps"": {""latitude"": 48.88125496379482, ""longitude"": 2.373463287949562}}";26;yes;21;4;no;26;1;0;19022;Marché Secrétan;Operative;no;6864764.12343,654050.891759;2018-03-15
41;0;52;no;1;yes;"{""code"": ""17042"", ""name"": ""Porte Maillot - Pereire"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545051541, ""gps"": {""latitude"": 48.877775, ""longitude"": 2.284444}}";0;yes;0;5;no;0;6;0;17042;Porte Maillot - Pereire;Operative;yes;6864432.65787,647519.033641;2018-12-17
9;1;27;no;1;yes;"{""code"": ""35005"", ""name"": ""Quai de l'Aisne - Général Leclerc"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1559685600, ""gps"": {""latitude"": 48.895713, ""longitude"": 2.400571}}";0;yes;0;7;no;0;6;1;35005;Quai de l'Aisne - Général Leclerc;Operative;yes;6866356.35203,656051.089467;2019-06-04
40;0;51;no;1;yes;"{""code"": ""11024"", ""name"": ""Mairie du 11ème"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517227200, ""gps"": {""latitude"": 48.858925, ""longitude"": 2.3789759}}";51;yes;0;6;no;0;5;0;11024;Mairie du 11ème;Operative;yes;6862277.9956,654435.640541;2018-01-29
0;0;0;no;1;no;"{""code"": ""2111"", ""name"": ""Chabanais - Petits Champs"", ""state"": ""Work in progress"", ""type"": ""no"", ""dueDate"": 1585643602, ""gps"": {""latitude"": 48.867281, ""longitude"": 2.336729}}";0;no;1;0;no;1;0;0;2111;Chabanais - Petits Champs;Work in progress;no;6863232.32106,651343.872842;2020-03-31
0;0;0;no;1;no;"{""code"": ""5124"", ""name"": ""Ulm - Louis Thuillier"", ""state"": ""Work in progress"", ""type"": ""no"", ""dueDate"": 1577784967, ""gps"": {""latitude"": 48.842647, ""longitude"": 2.344593}}";0;no;1;0;no;1;0;0;5124;Ulm - Louis Thuillier;Work in progress;no;6860488.42444,651898.010035;2019-12-31
38;0;40;no;1;no;"{""code"": ""14136"", ""name"": ""Auguste Cain - Jean Moulin"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545778854, ""gps"": {""latitude"": 48.82577028927573, ""longitude"": 2.3210415244102482}}";0;yes;0;2;no;0;0;0;14136;Auguste Cain - Jean Moulin;Operative;yes;6858626.53017,650153.413615;2018-12-25
0;0;0;no;1;yes;"{""code"": ""15013"", ""name"": ""Volontaire - Lecourbe"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1556053140, ""gps"": {""latitude"": 48.8435137879902, ""longitude"": 2.3065522313117985}}";31;yes;26;2;no;30;0;0;15013;Volontaire - Lecourbe;Operative;no;6860608.64805,649107.017292;2019-04-23
0;0;0;no;1;yes;"{""code"": ""15034"", ""name"": ""Lakanal - Commerce"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1541509740, ""gps"": {""latitude"": 48.84442462786544, ""longitude"": 2.294059172272682}}";54;yes;47;3;no;53;3;0;15034;Lakanal - Commerce;Operative;no;6860718.04828,648191.06602;2018-11-06
4;0;35;no;1;yes;"{""code"": ""8025"", ""name"": ""Miromesnil - La Boétie"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1557612034, ""gps"": {""latitude"": 48.87372241291653, ""longitude"": 2.315848097205162}}";35;yes;0;12;no;0;19;0;8025;Miromesnil - La Boétie;Operative;yes;6863961.62535,649818.338492;2019-05-11
9;0;20;no;0;no;"{""code"": ""32302"", ""name"": ""Chemin Vert - Fraternité"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1560981600, ""gps"": {""latitude"": 48.877141208359035, ""longitude"": 2.4461565166711807}}";0;yes;0;1;no;0;10;0;32302;Chemin Vert - Fraternité;Operative;yes;6864266.84919,659378.784583;2019-06-19
